MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp3pm,RainToday,RainTomorrow
12.1,19.6,0.0,3.8,9.0,S,33,SSE,ESE,7,67,52,7,6,17.1,No,No
13.5,19.0,9.8,6.8,3.6,WSW,50,SE,E,4,83,58,8,7,18.2,Yes,Yes
8.5,16.0,3.4,2.0,4.3,SSW,74,W,SSW,35,84,87,5,7,12.2,Yes,Yes
8.6,20.1,4.4,4.0,11.0,SE,35,W,SE,26,47,39,1,1,18.9,Yes,No
12.4,19.5,0.2,4.8,8.8,ESE,28,WNW,ESE,13,77,52,7,1,18.5,No,No
11.4,23.9,0.0,6.4,11.6,NNE,46,W,NE,9,65,41,0,2,23.2,No,No
15.4,34.1,0.0,7.2,9.6,NNE,43,ESE,E,6,43,23,7,2,30.7,No,No
20.3,21.8,0.0,11.4,11.7,SSW,39,SE,ESE,22,62,46,5,6,20.8,No,No
16.6,21.5,0.0,7.4,8.2,ENE,41,ENE,NE,15,58,56,7,1,20.4,No,No
15.9,25.6,0.0,6.6,9.8,NE,31,WNW,E,11,78,56,7,4,24.1,No,No
16.6,33.8,0.0,6.8,11.8,SSE,56,WNW,S,22,44,57,1,2,24.6,No,No
14.9,27.4,0.0,5.0,5.0,S,46,W,WNW,13,66,23,4,7,26.9,No,No
15.1,18.7,0.0,6.0,6.6,SSE,80,SSE,S,30,68,40,7,2,18.0,No,Yes
11.8,19.5,7.4,2.0,10.1,SSE,41,SE,ESE,19,56,41,6,3,18.3,Yes,No
11.7,23.0,0.2,6.0,11.6,NE,46,W,NE,11,57,48,1,2,21.0,No,No
13.8,25.6,0.0,8.2,10.5,NE,30,W,E,9,63,46,3,6,24.8,No,No
16.9,21.2,0.0,9.0,3.3,S,56,ESE,E,6,68,66,8,7,20.0,No,No
13.1,21.3,0.0,5.4,12.2,SSE,41,SSW,SE,7,39,40,1,1,19.1,No,No
15.3,19.8,0.0,9.2,5.3,SSE,30,ESE,E,13,51,47,7,8,19.1,No,No
12.1,21.7,0.0,3.6,9.4,ENE,44,WNW,E,9,59,55,6,2,20.8,No,No
14.1,23.1,0.0,7.2,9.8,NE,43,WSW,ENE,2,65,48,5,6,22.4,No,No
15.7,27.8,0.0,7.0,12.0,ENE,33,WNW,ESE,11,64,52,0,3,24.4,No,No
16.8,33.3,0.0,8.0,5.2,W,52,WNW,E,9,55,57,7,7,24.7,No,No
16.1,21.9,0.0,10.8,12.2,SSE,54,S,SSE,28,44,38,2,1,20.3,No,Yes
13.7,18.5,1.6,5.6,0.0,SE,31,WSW,ESE,6,82,58,7,8,17.8,Yes,Yes
14.8,22.9,1.4,2.6,9.3,NE,41,WNW,ENE,6,80,63,4,4,21.9,Yes,No
17.0,25.1,0.2,5.2,10.0,NNE,52,ESE,NE,9,70,61,1,4,24.3,No,No
19.6,25.4,0.0,9.0,8.9,NE,57,E,NE,15,65,61,6,4,23.9,No,No
19.8,24.2,0.0,8.6,0.0,NE,35,NE,ENE,2,78,68,8,8,22.4,No,No
19.9,27.3,0.0,3.8,8.4,ESE,35,ENE,E,4,58,64,6,7,23.4,No,Yes
18.5,27.1,9.2,4.2,9.8,S,50,W,ENE,9,77,86,5,5,20.9,Yes,Yes
16.6,20.9,11.4,7.4,7.0,SSE,50,SSE,SSE,28,56,54,6,6,18.5,Yes,No
13.1,21.4,0.2,9.6,12.7,ESE,31,ESE,ESE,13,42,45,1,2,20.8,No,No
13.0,23.7,0.0,6.0,11.3,NE,54,W,NE,13,55,51,4,7,22.0,No,No
16.9,23.9,0.0,9.8,9.9,S,57,S,SSE,19,60,51,1,3,21.0,No,No
15.9,20.7,0.0,8.0,0.3,E,31,E,E,15,80,71,8,8,18.4,No,No
16.2,24.7,0.2,4.2,7.2,ENE,35,NE,ENE,19,72,62,8,7,23.6,No,No
17.2,18.0,0.4,5.0,0.0,SSW,41,SSW,SSE,11,86,81,8,8,17.5,No,Yes
15.1,21.3,10.4,2.4,7.0,SE,33,ESE,E,13,57,50,8,4,19.8,Yes,No
15.3,23.1,0.0,6.0,12.2,S,70,W,NE,6,65,57,5,3,22.2,No,No
12.8,21.1,0.0,8.4,6.9,S,50,W,SSW,17,44,45,2,3,19.9,No,Yes
15.8,23.2,1.6,7.0,7.6,SSE,44,SSE,SE,28,61,50,7,3,21.8,Yes,No
13.4,24.5,0.4,5.2,10.6,NNE,50,W,NE,9,60,59,7,6,22.3,No,No
17.1,20.7,0.0,9.0,0.3,SSW,72,SSE,SE,22,66,59,7,7,19.4,No,No
15.7,22.0,0.0,5.4,5.2,SSE,30,E,ESE,13,59,55,7,7,20.5,No,No
16.4,25.4,0.0,5.2,10.8,ENE,39,ESE,E,9,67,63,5,1,23.8,No,No
18.5,31.0,0.0,7.8,12.7,ENE,26,W,E,7,60,56,1,2,27.2,No,No
20.7,27.2,0.0,9.4,2.9,WSW,41,S,ESE,7,74,69,8,7,24.1,No,Yes
19.8,24.1,3.6,4.4,1.0,NE,44,ESE,SE,6,80,74,7,7,22.4,Yes,Yes
18.4,24.5,10.2,3.2,0.0,E,26,SE,ESE,9,84,74,7,7,21.9,Yes,Yes
19.9,27.0,1.2,2.4,8.3,NE,43,ESE,NE,6,71,63,6,2,26.2,Yes,No
21.3,29.5,0.0,7.0,6.7,E,44,W,ENE,15,73,62,6,6,28.0,No,No
20.2,26.2,0.0,11.0,10.9,E,30,ESE,E,9,70,68,6,3,24.1,No,No
20.3,22.9,0.0,7.4,0.9,S,52,SE,SE,17,70,61,7,7,21.1,No,No
18.4,24.8,0.0,5.6,12.4,E,30,ESE,E,7,54,54,4,1,23.5,No,No
18.3,26.6,0.0,9.0,13.1,NNE,52,NE,ENE,17,59,60,1,0,24.8,No,No
20.9,28.3,0.0,9.6,12.7,NE,52,NE,ENE,9,56,56,0,1,27.2,No,No
21.6,28.0,0.0,11.6,13.1,E,33,ENE,E,13,65,56,3,1,27.0,No,No
21.4,27.5,0.0,8.0,9.0,NNE,46,S,E,9,74,65,8,1,25.9,No,No
20.9,42.3,0.0,9.8,8.7,NNW,69,SSE,NW,4,52,14,6,6,39.8,No,No
21.1,25.0,0.0,18.4,6.1,SSE,50,S,SSE,24,64,44,6,6,21.7,No,No
20.2,25.4,0.0,8.4,1.4,ENE,37,ENE,ENE,17,63,54,7,7,24.3,No,No
21.2,29.6,0.0,6.2,10.0,NE,43,NE,ENE,4,62,59,3,5,27.3,No,No
23.5,31.2,0.0,9.6,1.5,SSE,56,W,S,13,53,50,6,7,28.1,No,No
20.7,23.8,0.0,6.2,0.0,SSW,56,ESE,SSE,13,71,77,8,7,22.2,No,Yes
17.1,23.7,8.6,2.0,9.4,S,59,S,SSE,17,69,49,7,2,22.2,Yes,No
16.8,24.9,0.2,9.8,10.8,NE,41,NW,E,6,62,53,3,3,23.1,No,No
19.1,27.2,0.0,6.6,11.4,E,31,WNW,E,7,64,65,3,4,24.9,No,No
21.4,29.0,0.0,8.2,12.1,ENE,41,NW,E,2,75,67,5,1,26.5,No,No
21.7,45.8,0.0,9.0,8.4,S,78,E,E,13,62,14,0,3,44.7,No,No
21.5,24.8,0.0,12.6,2.3,SSE,50,S,SSE,19,65,59,6,8,22.4,No,No
20.2,24.3,0.2,5.0,0.0,SSE,28,SE,ESE,13,67,59,7,8,23.6,No,No
20.7,26.6,0.2,4.2,5.3,ENE,37,ESE,NE,2,71,52,7,7,25.5,No,No
20.9,29.6,0.0,7.4,7.3,S,52,NNE,NE,17,63,63,2,7,26.5,No,No
20.7,25.7,0.0,6.2,2.3,S,56,SSW,S,20,74,61,7,7,24.4,No,No
20.4,29.8,0.0,7.2,10.5,SSW,33,SSW,ESE,20,70,52,7,2,29.3,No,No
21.6,29.2,0.0,4.6,12.8,ENE,44,N,E,11,69,64,2,1,27.6,No,No
23.7,28.2,0.0,11.4,8.3,NE,57,ENE,NE,17,73,70,7,6,27.0,No,Yes
20.1,22.7,16.8,8.2,0.0,W,50,E,NNE,6,90,90,8,8,20.9,Yes,Yes
20.5,23.0,15.8,2.2,0.0,NE,69,NE,ENE,7,88,92,8,8,21.6,Yes,Yes
19.3,26.2,95.2,4.8,4.5,E,70,WNW,SSE,11,93,71,8,6,24.0,Yes,No
19.8,26.0,0.8,5.6,8.5,ESE,28,SE,ESE,11,70,58,5,2,24.9,No,No
21.0,27.8,0.0,5.6,12.2,NE,54,N,NE,19,66,64,3,1,27.2,No,Yes
16.5,20.1,31.8,6.8,0.0,SSE,63,SE,SSE,26,86,85,8,8,18.7,Yes,Yes
17.9,23.1,15.2,6.2,0.1,SSE,57,SE,SSE,30,73,78,7,8,20.1,Yes,Yes
17.7,25.5,7.4,4.8,6.8,SE,56,SE,ESE,30,63,56,7,6,24.8,Yes,Yes
19.5,26.1,4.4,6.6,9.6,ESE,39,E,ESE,22,53,49,3,3,25.1,Yes,No
20.5,26.8,0.2,6.0,9.1,ENE,35,E,ENE,20,70,48,6,3,25.8,No,No
20.2,27.3,0.0,7.4,7.6,ENE,39,NNW,ENE,6,78,55,7,3,25.6,No,No
18.6,27.1,0.0,7.4,11.4,NE,39,WNW,NE,11,67,52,1,1,26.3,No,No
20.3,26.8,0.0,7.8,6.1,E,31,W,E,9,67,57,4,4,26.2,No,No
21.2,27.2,0.6,6.8,6.6,ENE,39,W,ENE,13,75,53,5,3,26.0,No,No
19.6,28.0,0.0,7.4,9.8,ENE,35,W,ENE,7,67,49,5,5,25.5,No,No
20.7,27.4,0.0,7.8,9.3,ENE,35,W,E,9,72,64,5,5,25.4,No,No
20.4,26.4,0.0,6.4,7.9,E,30,W,E,13,78,58,7,2,25.7,No,No
18.3,28.3,0.0,5.4,11.1,NE,46,W,NE,7,72,52,1,1,26.3,No,No
20.8,24.3,0.0,7.8,1.3,SSW,43,SSE,SSW,7,72,68,6,7,24.0,No,No
19.7,25.0,1.0,2.6,2.0,SSW,43,SSW,SSW,24,78,70,7,7,22.5,No,No
20.1,28.7,0.2,4.2,10.7,E,31,N,E,11,70,65,1,3,25.8,No,No
18.7,24.0,0.0,6.8,10.8,SSW,65,SSW,SSW,24,48,35,2,1,23.2,No,No
13.9,23.8,0.0,8.6,10.2,SSW,41,W,ESE,20,55,44,2,2,22.3,No,No
14.3,24.7,0.0,6.4,10.7,ESE,28,W,ESE,17,66,48,2,3,23.0,No,No
16.1,24.8,0.0,5.4,9.9,NE,37,WNW,E,13,71,53,3,3,24.5,No,No
18.5,26.3,0.0,6.6,8.0,NNE,54,NNE,NE,7,60,50,2,7,25.0,No,No
21.1,31.8,0.0,6.8,4.4,NW,59,NNW,NNW,20,56,41,6,7,31.5,No,No
21.6,27.0,1.0,8.4,8.5,ESE,30,ESE,E,4,73,73,4,5,24.0,No,No
20.6,28.4,0.8,4.8,10.5,E,28,WNW,E,9,71,65,1,1,26.4,No,No
17.9,30.0,0.0,7.0,11.0,S,30,WNW,S,19,57,49,1,2,29.5,No,No
20.6,26.9,0.0,4.4,4.3,ENE,39,WNW,ENE,9,83,73,7,7,25.5,No,No
20.8,27.7,0.0,5.4,10.8,NNE,48,W,ENE,0,75,64,1,1,26.7,No,No
21.5,33.5,0.0,7.0,7.3,W,37,E,E,2,71,34,1,7,30.9,No,Yes
16.7,22.3,3.0,8.0,8.3,SSE,44,SW,SSE,22,48,48,1,7,20.9,Yes,No
14.8,23.6,0.0,5.2,10.6,NE,35,W,ENE,13,62,53,1,6,22.6,No,No
17.9,25.4,0.0,5.0,7.3,SSE,44,WSW,S,13,78,38,7,6,24.4,No,Yes
17.4,24.3,2.8,6.6,5.8,W,26,WSW,E,13,83,56,6,3,23.5,Yes,No
16.3,26.2,0.0,3.8,10.9,SW,39,W,ESE,19,67,41,0,2,25.4,No,Yes
17.0,18.6,27.4,6.6,0.0,S,48,S,S,22,88,79,7,8,18.0,Yes,Yes
15.7,20.9,61.4,5.0,0.4,SSW,31,SE,SE,17,93,89,8,8,17.7,Yes,Yes
15.6,23.6,18.4,0.8,4.3,W,24,WNW,ENE,9,83,55,7,6,22.9,Yes,Yes
15.6,20.6,2.4,3.6,1.6,NE,31,W,SE,11,93,75,5,7,18.8,Yes,Yes
14.2,22.7,3.8,2.4,7.0,W,22,W,E,9,73,62,3,3,22.2,Yes,Yes
14.6,24.2,2.0,3.4,8.3,ESE,26,W,ESE,15,72,61,1,6,22.5,Yes,Yes
15.6,22.0,5.2,2.4,3.6,WNW,24,WNW,ESE,15,90,73,6,3,20.7,Yes,Yes
14.4,24.1,2.0,2.2,10.4,ENE,30,WNW,ENE,13,72,57,1,2,23.0,Yes,No
15.2,25.3,0.0,4.6,10.8,NE,26,WNW,ENE,13,71,43,1,1,24.7,No,No
15.6,26.0,0.0,4.4,10.3,ENE,31,WNW,ENE,13,73,47,1,1,24.2,No,No
15.7,25.4,0.0,4.8,10.7,NE,35,W,NE,17,71,55,1,1,23.7,No,No
16.1,27.7,0.0,5.4,10.6,W,24,W,ENE,17,72,54,2,2,25.2,No,No
17.4,27.9,0.0,5.8,5.7,S,37,W,E,9,75,49,7,4,26.2,No,Yes
16.9,22.0,7.0,3.2,4.4,SSW,41,W,S,17,88,69,8,6,21.4,Yes,No
14.2,23.6,0.0,4.0,7.7,SSE,30,WNW,SSE,13,75,65,1,7,21.9,No,No
15.4,24.5,0.2,2.6,9.1,S,41,WNW,SSE,15,76,69,1,6,21.4,No,No
13.3,20.2,0.4,4.6,10.5,SW,65,WSW,SSW,20,50,39,2,4,20.0,No,Yes
12.2,19.0,33.6,4.8,1.2,SE,65,S,SSE,17,92,68,8,7,17.5,Yes,Yes
10.9,22.2,32.8,2.8,9.7,W,33,W,ESE,15,71,56,1,1,20.0,Yes,No
13.9,24.7,0.2,2.6,8.1,WSW,41,WNW,W,13,85,39,6,2,24.2,No,No
12.7,25.3,0.2,3.6,10.4,WSW,43,W,ESE,15,57,43,1,2,23.4,No,No
12.3,23.8,0.0,3.6,10.8,W,35,W,ESE,20,62,27,1,1,23.4,No,No
12.5,23.2,0.0,4.8,10.1,W,33,W,ESE,20,52,45,2,1,20.3,No,No
14.0,27.2,0.0,3.4,10.7,W,41,W,SW,17,56,30,1,0,25.9,No,No
14.0,26.3,0.0,4.4,9.5,ENE,26,W,ENE,17,65,51,1,1,22.6,No,No
14.4,28.7,0.0,4.6,10.1,WNW,28,W,WNW,7,59,29,1,1,28.1,No,No
15.9,26.5,0.0,6.2,9.3,WNW,26,WNW,ESE,13,59,73,1,3,22.6,No,No
18.4,22.7,0.0,2.8,4.0,SSW,35,SSW,SSE,15,80,71,7,7,20.5,No,No
16.9,25.0,0.0,1.2,7.4,S,37,WNW,SE,15,86,61,7,5,24.2,No,No
14.4,20.3,0.0,5.6,7.4,S,46,W,S,13,53,51,1,4,18.7,No,No
11.1,22.9,0.0,3.0,10.2,N,31,WNW,ENE,19,72,51,1,7,20.9,No,No
14.0,26.4,0.0,4.4,6.2,SSE,56,W,SSE,19,50,56,7,3,20.2,No,No
12.7,20.1,0.0,6.4,9.1,SSE,37,W,S,15,56,38,6,1,19.7,No,No
10.8,20.1,0.0,3.4,8.2,SSW,35,W,S,13,68,60,3,7,19.2,No,No
11.7,21.5,0.0,3.0,8.8,ESE,31,W,SSE,13,76,55,2,6,19.9,No,No
12.4,21.6,0.0,3.4,5.3,WNW,22,W,E,13,80,51,7,4,21.2,No,No
12.1,23.2,0.0,1.8,10.2,W,24,W,ENE,17,79,54,1,1,22.0,No,No
12.5,23.5,0.0,3.6,10.0,W,26,W,SE,20,77,53,1,1,22.9,No,No
13.0,22.1,0.0,2.0,4.3,ENE,31,W,ENE,22,77,69,5,6,20.8,No,No
14.0,22.1,0.0,3.6,7.0,ENE,28,W,ENE,13,93,59,8,2,21.4,No,No
13.7,22.8,0.0,2.0,1.8,NNW,28,W,NNE,9,88,53,7,8,21.9,No,No
14.2,21.3,0.0,2.4,6.9,W,41,W,SE,20,60,31,7,6,20.0,No,No
9.2,20.6,0.2,2.8,9.8,W,46,W,WNW,15,59,34,1,3,20.1,No,No
13.6,20.6,0.0,5.4,8.3,W,50,NNW,W,22,55,36,2,3,19.4,No,No
12.2,19.6,0.0,4.6,10.1,WSW,57,WSW,WSW,24,50,33,1,1,18.6,No,No
11.1,20.6,0.0,3.8,10.1,WSW,41,W,W,17,53,31,1,1,19.1,No,No
9.8,20.2,0.0,3.6,9.1,W,39,W,W,20,54,30,2,1,19.0,No,No
10.1,20.7,0.0,4.0,8.5,W,44,W,WSW,19,61,37,4,3,19.6,No,No
10.1,22.5,0.0,4.0,9.1,W,54,W,SW,22,55,32,3,7,21.8,No,No
9.4,16.0,0.0,2.2,1.3,WNW,31,WNW,SSW,17,71,79,6,8,14.5,No,Yes
10.6,17.4,27.2,5.2,0.7,SSE,48,WSW,SE,11,93,71,7,6,16.4,Yes,Yes
12.7,20.6,30.6,2.4,5.8,SE,48,W,SSE,28,89,47,7,7,20.1,Yes,Yes
10.6,21.3,20.0,3.8,9.4,W,41,W,SSE,22,83,50,1,1,20.8,Yes,No
9.5,21.3,0.0,1.8,10.1,W,30,W,NE,20,70,45,1,1,20.2,No,Yes
10.6,20.2,3.4,3.2,7.1,SSW,41,W,SSE,22,84,58,5,5,19.4,Yes,Yes
11.6,19.3,28.6,1.2,3.2,ENE,30,WNW,E,11,94,75,8,8,17.8,Yes,No
11.3,21.1,0.2,2.0,4.9,W,20,W,ENE,15,94,60,8,3,20.6,No,No
11.7,21.4,0.0,2.6,5.7,E,24,WNW,ENE,15,90,67,4,5,20.0,No,No
11.8,24.9,0.0,1.6,9.1,W,41,W,NNE,9,84,40,1,5,24.1,No,No
13.9,21.2,0.0,4.0,3.0,NW,52,N,N,11,62,61,6,7,19.9,No,Yes
14.4,15.8,14.8,3.0,1.8,S,81,W,SW,20,92,68,8,7,14.0,Yes,Yes
9.9,19.5,34.4,4.6,9.7,W,41,W,SSE,24,57,44,1,1,19.1,Yes,No
10.3,21.1,0.0,3.6,9.3,W,41,W,S,24,66,53,3,1,20.7,No,No
10.5,19.3,0.0,3.4,2.3,W,26,WNW,ENE,7,87,70,8,7,18.3,No,No
11.7,20.1,0.0,1.6,2.3,NNW,26,W,NNE,15,61,59,7,8,19.2,No,No
14.9,22.2,0.0,2.0,1.8,SSE,41,NNW,SSW,20,70,55,8,6,21.6,No,No
13.5,19.2,0.0,3.0,1.5,SSE,43,W,SE,19,73,53,7,7,17.5,No,No
11.0,18.9,0.0,7.0,6.9,ENE,26,W,ENE,13,80,63,4,7,18.4,No,No
10.5,21.5,0.0,1.4,3.9,NNW,28,W,WNW,13,90,67,2,8,18.5,No,No
10.5,19.6,0.8,0.2,8.5,W,30,W,WNW,17,94,54,3,6,18.4,No,No
10.4,16.0,0.0,2.0,1.0,W,41,WNW,W,13,85,90,7,6,15.8,No,Yes
10.6,20.9,8.4,0.6,8.6,NW,48,WNW,WNW,15,89,45,3,3,20.1,Yes,No
11.7,20.1,0.0,3.6,7.0,W,46,NNW,WSW,17,64,46,2,6,18.5,No,No
13.0,17.6,0.0,4.0,5.0,WSW,43,WSW,SSW,24,58,46,4,7,17.3,No,No
9.7,19.1,0.0,3.2,9.5,W,41,W,S,24,59,50,2,4,16.6,No,No
8.5,17.7,0.0,3.8,3.8,S,44,W,SW,26,65,56,6,6,15.7,No,No
8.0,19.2,0.0,1.6,8.0,S,43,W,S,26,76,52,1,2,16.1,No,Yes
8.7,16.1,15.6,3.2,0.0,S,52,W,SSW,24,80,65,6,7,14.3,Yes,Yes
8.7,16.6,1.4,2.8,7.2,SSW,39,W,SSW,26,71,57,3,6,15.6,Yes,No
8.0,17.3,0.0,2.0,8.1,W,31,W,SSW,19,79,58,5,2,16.1,No,Yes
7.7,13.5,1.2,2.4,0.0,SE,39,W,SSW,26,87,83,7,7,11.9,Yes,Yes
7.6,13.9,56.2,0.4,0.2,SSE,41,WNW,SSW,7,93,90,7,7,11.9,Yes,Yes
9.6,13.8,53.4,0.2,0.1,W,39,W,WNW,17,91,77,7,7,13.1,Yes,Yes
10.0,16.7,5.0,2.4,0.2,SSE,41,W,W,17,93,90,8,6,13.8,Yes,Yes
10.5,19.8,15.6,1.4,4.3,SSE,52,SE,SE,31,84,63,7,7,19.2,Yes,No
12.8,18.8,0.8,3.4,2.4,WNW,26,W,ESE,15,93,64,7,7,17.6,No,Yes
12.9,16.1,16.8,2.8,0.0,ESE,41,W,ENE,9,93,83,7,7,16.0,Yes,Yes
12.7,14.2,41.0,3.2,0.0,E,28,SSE,SSE,9,90,87,8,8,13.2,Yes,Yes
11.3,17.1,51.0,2.0,2.2,SE,37,W,SSW,11,94,82,7,5,16.6,Yes,Yes
8.8,20.1,9.8,0.8,9.8,W,26,W,E,20,89,56,1,1,18.5,Yes,No
8.8,19.9,0.0,2.2,9.8,W,33,W,WNW,20,77,46,1,2,18.9,No,No
8.1,19.8,0.0,2.2,9.5,W,26,WNW,NNE,19,82,53,1,0,19.2,No,No
8.5,23.4,0.0,2.6,9.8,NW,43,NNW,NNW,17,57,38,0,1,22.6,No,No
14.7,19.5,0.0,4.0,9.7,W,65,NW,W,20,54,30,1,1,18.5,No,No
7.8,17.4,0.0,4.2,9.8,WSW,37,WNW,WNW,13,57,31,0,0,17.1,No,No
7.4,19.1,0.0,4.0,9.5,W,35,W,WSW,19,62,35,1,1,17.7,No,No
7.4,19.2,0.0,2.2,9.1,W,33,W,SSE,19,68,36,0,3,17.7,No,Yes
8.7,13.6,1.6,3.0,1.0,W,30,W,SSW,19,83,84,5,7,11.8,Yes,Yes
8.9,15.9,8.0,1.2,2.7,W,24,W,SSE,17,84,71,7,6,14.8,Yes,No
8.2,18.4,0.0,1.2,8.2,W,30,W,E,20,91,62,2,5,17.0,No,No
8.3,20.2,0.2,1.2,8.4,W,30,W,WNW,17,92,46,1,1,19.2,No,No
8.3,17.4,0.0,3.0,5.0,WNW,26,W,E,15,85,61,7,6,17.3,No,No
8.9,18.4,0.0,1.0,8.5,W,24,W,NE,11,88,60,4,8,17.5,No,No
10.7,22.0,0.2,3.6,1.7,NNW,33,NW,NNW,4,78,58,7,7,19.4,No,Yes
14.4,21.6,1.4,0.2,3.4,NW,26,W,NE,9,88,67,7,4,19.6,Yes,Yes
13.0,24.3,4.8,1.8,8.7,NE,22,W,E,9,85,48,4,3,23.0,Yes,No
13.3,22.6,0.0,2.4,3.9,NNE,30,W,NE,7,85,72,7,7,19.4,No,No
15.0,20.4,0.0,3.2,1.6,NNW,57,NE,N,15,66,73,4,7,17.5,No,No
14.5,20.4,0.8,2.4,8.9,NNW,48,N,NW,17,65,38,2,2,19.8,No,No
8.5,16.3,0.2,6.4,10.1,NW,54,NW,WNW,24,49,29,1,1,16.0,No,No
8.7,17.2,0.0,3.8,9.9,WNW,54,WNW,W,17,54,28,2,2,16.6,No,No
7.1,17.7,0.0,3.2,8.0,WSW,44,W,WSW,17,60,42,1,7,15.9,No,No
10.1,17.0,0.0,4.0,4.8,SSW,48,WSW,SSW,17,61,46,1,6,16.6,No,No
7.4,19.6,0.0,3.0,8.6,WNW,33,W,E,20,72,38,1,3,17.9,No,No
7.9,20.3,0.0,3.4,9.3,WNW,22,WNW,WNW,15,75,32,5,1,19.5,No,No
7.4,18.7,0.0,1.8,9.9,W,28,W,E,22,62,56,1,1,17.8,No,No
8.3,18.8,0.0,3.6,6.8,NNE,26,WNW,E,7,84,64,6,6,18.1,No,No
9.7,24.0,0.0,2.6,10.2,NNW,37,N,N,22,53,35,6,1,23.3,No,No
11.1,21.5,0.0,3.4,3.4,SSW,48,W,ENE,13,73,49,6,5,19.7,No,Yes
12.6,18.4,5.6,2.6,8.1,S,43,SSW,S,20,82,61,7,4,17.0,Yes,No
8.1,19.6,0.0,3.4,10.1,W,30,WNW,ESE,24,71,54,2,3,17.5,No,No
9.1,20.3,0.0,2.2,6.8,W,31,W,W,15,83,31,7,3,19.7,No,No
10.4,19.6,0.0,3.6,10.0,NW,37,W,W,7,51,29,4,1,19.2,No,No
10.9,19.9,0.0,4.2,8.5,WSW,44,NW,WSW,9,54,29,6,5,18.0,No,No
9.5,21.0,0.0,3.8,10.0,WNW,50,WNW,WNW,11,52,34,1,2,20.4,No,No
11.9,23.9,0.0,5.6,8.7,NNW,52,NW,WNW,20,48,30,5,5,22.1,No,No
10.8,17.9,0.8,4.8,8.3,WSW,35,W,ESE,17,57,49,2,7,16.0,No,Yes
9.3,13.1,9.6,3.8,1.3,SSW,57,W,SSW,24,85,74,7,7,12.6,Yes,Yes
7.0,17.4,4.2,0.6,6.7,W,35,W,NW,20,60,43,4,7,17.1,Yes,No
10.5,23.5,0.0,4.0,10.6,W,31,W,NW,11,46,33,0,1,23.5,No,No
9.0,21.8,0.0,3.8,10.4,WSW,31,WNW,E,13,61,38,1,1,19.2,No,No
12.0,24.4,0.2,3.8,5.4,W,94,N,W,9,40,40,3,7,18.9,No,No
9.6,22.8,0.0,5.8,10.8,W,35,NNW,WNW,13,35,25,1,1,22.2,No,No
12.5,24.1,0.0,4.2,10.7,NNW,39,NNW,WNW,24,39,22,2,1,23.9,No,No
10.5,18.7,0.0,8.0,10.7,W,57,WSW,S,24,42,29,1,1,17.7,No,No
7.3,20.6,0.0,3.6,10.7,NE,41,WNW,ENE,17,61,36,0,0,19.1,No,No
10.7,24.4,0.0,6.2,10.5,WNW,57,NNE,W,20,41,34,1,4,22.6,No,No
11.3,23.3,0.0,6.6,10.7,WNW,39,NW,NNW,15,38,28,0,1,22.8,No,No
13.6,20.9,0.0,7.8,9.9,W,59,N,WNW,7,33,25,2,5,19.8,No,No
8.4,16.6,0.0,6.2,10.8,WSW,56,WSW,WSW,26,43,26,1,1,15.4,No,No
7.6,18.1,0.0,3.0,10.3,W,50,W,W,20,50,30,2,3,17.5,No,No
7.6,18.1,0.0,5.6,6.7,W,50,N,WNW,19,48,32,7,7,17.7,No,No
11.8,18.6,0.0,4.0,2.5,WNW,56,NW,WNW,20,50,42,7,7,17.4,No,No
12.2,22.7,0.0,4.0,10.8,W,35,WSW,ESE,26,52,42,2,4,21.8,No,No
9.9,23.6,0.0,4.2,10.7,SW,35,WNW,E,17,72,53,1,1,19.6,No,No
10.3,22.0,0.0,3.6,9.6,W,33,WNW,WNW,20,54,30,3,6,21.6,No,No
11.5,21.9,0.0,2.2,9.4,W,24,W,ESE,15,58,60,4,2,19.9,No,No
11.8,23.3,0.0,3.0,10.8,SSE,39,W,SSE,20,72,38,1,2,22.1,No,No
11.4,21.8,0.0,3.8,6.7,NNE,56,WNW,NE,17,69,59,6,7,20.0,No,No
15.2,24.7,0.0,5.2,10.2,N,39,N,ENE,22,46,53,1,1,23.5,No,No
14.9,24.5,0.0,5.8,8.2,W,30,WNW,SE,22,60,34,7,4,23.6,No,No
11.4,22.2,0.0,4.8,10.1,ENE,26,WNW,E,17,57,62,1,1,20.6,No,No
12.2,22.0,0.0,4.0,11.0,NE,28,W,NE,19,71,41,6,2,21.4,No,No
12.0,21.9,0.0,4.2,10.4,ENE,31,WNW,ENE,11,66,56,1,1,21.2,No,No
12.2,21.1,0.0,3.8,10.1,NE,41,W,NE,13,75,52,1,1,20.7,No,No
12.2,28.8,0.0,5.8,10.1,W,28,W,WNW,13,62,29,1,5,28.5,No,No
16.0,23.3,0.0,5.0,8.5,WNW,24,SSW,E,13,74,70,7,7,21.2,No,No
15.4,31.1,0.0,3.2,9.1,SSE,39,W,ENE,13,74,23,5,4,29.9,No,No
17.0,21.2,0.0,4.6,1.7,SSE,41,SSE,ESE,13,78,73,7,7,18.7,No,No
15.3,26.1,0.0,2.2,5.1,NNW,33,N,NE,9,70,69,2,7,22.5,No,No
